9623.977323684081  NeI 
9622.944718221035  NeI 
9621.9120674558  NeI 
9620.879371377776  NeI 
9619.846629976539  NeI 
9618.813843241829  NeI 
9617.78101116356  NeI 
9616.74813373182  NeI 
9615.715210936864  NeI 
9614.682242769113  NeI 
9613.649229219165  NeI 
9612.616170277783  NeI 
9611.583065935898  NeI 
9610.549916184616  NeI 
9609.516721015205  NeI 
9608.483480419103  NeI 
9607.450194387917  NeI 
9606.416862913422  NeI 
9605.383485987557  NeI 
9604.350063602433  NeI 
9603.316595750322  NeI 
9602.283082423672  NeI 
9601.249523615083  NeI 
9600.215919317334  NeI 
9599.182269523362  NeI 
9598.148574226272  NeI 
9597.114833419335  NeI 
9596.081047095984  NeI 
9595.047215249819  NeI 
9594.013337874601  NeI 
9592.97941496426  NeI 
9591.945446512886  NeI 
9590.91143251473  NeI 
9589.87737296421  NeI 
9588.84326785591  NeI 
9587.809117184564  NeI 
9586.774920945085  NeI 
9585.740679132534  NeI 
9584.70639174214  NeI 
9583.67205876929  NeI 
9582.63768020954  NeI 
9581.603256058597  NeI 
9580.568786312333  NeI 
9579.53427096678  NeI 
9578.499710018128  NeI 
9577.465103462731  NeI 
9576.4304512971  NeI 
9575.395753517902  NeI 
9574.361010121966  NeI 
9573.326221106281  NeI 
9572.29138646799  NeI 
9571.2565062044  NeI 
9570.221580312967  NeI 
9569.186608791315  NeI 
9568.151591637214  NeI 
9567.1165288486  NeI 
9566.081420423561  NeI 
9565.046266360343  NeI 
9564.011066657346  NeI 
9562.975821313126  NeI 
9561.9405303264  NeI 
9560.90519369603  NeI 
9559.869811421042  NeI 
9558.834383500614  NeI 
9557.798909934076  NeI 
9556.763390720913  NeI 
9555.727825860766  NeI 
9554.692215353429  NeI 
9553.656559198846  NeI 
9552.620857397116  NeI 
9551.585109948493  NeI 
9550.549316853383  NeI 
9549.51347811234  NeI 
9548.477593726071  NeI 
9547.44166369544  NeI 
9546.405688021456  NeI 
9545.369666705283  NeI 
9544.333599748235  NeI 
9543.297487151774  NeI 
9542.261328917515  NeI 
9541.225125047224  NeI 
9540.188875542812  NeI 
9539.152580406344  NeI 
9538.116239640032  NeI 
9537.07985324624  NeI 
9536.043421227474  NeI 
9535.006943586397  NeI 
9533.970420325813  NeI 
9532.933851448677  NeI 
9531.897236958092  NeI 
9530.860576857303  NeI 
9529.823871149714  NeI 
9528.787119838864  NeI 
9527.750322928441  NeI 
9526.713480422284  NeI 
9525.676592324373  NeI 
9524.639658638838  NeI 
9523.60267936995  NeI 
9522.565654522126  NeI 
9521.528584099933  NeI 
9520.491468108075  NeI 
9519.454306551408  NeI 
9518.417099434924  NeI 
9517.379846763766  NeI 
9516.342548543216  NeI 
9515.305204778704  NeI 
